AT0,AT1,AT2,AT2.proliferating,Basal.resting,Club..nasal.,Club..non.nasal.,Deuterosomal,Goblet..bronchial.,Goblet..nasal.,Goblet..subsegmental.,Hillock.like,Ionocyte,Multiciliated..nasal.,Multiciliated..non.nasal.,Neuroendocrine,pre.TB.secretory,SMG.duct,SMG.mucous,SMG.serous..bronchial.,SMG.serous..nasal.,Suprabasal,Tuft,pair,sbs4,sbs1,sbs5,sbs2,sbs13,sbs40a,id1,id2,id3,id12,Smoker
0.96970407455682,0.957936429586158,0.957398078290373,0.940134466361077,0.837910029156568,0.90997135272675,1.0707283800175,1.01428726285429,1.05296852545432,0.998230124670729,1.05213892601742,0.843065375821729,1.00626528775318,1.04096079176624,1.04834178999453,1.00302574073375,1.00553450192812,1.06689405782784,1.14620328251886,1.07178114687945,1.08853164290902,0.801300266951758,0.868297380415991,1016,32175,20,11586,0,0,8296,162,261,1291,0,Smoker
0.951321730252162,0.944590213408899,0.980822581220907,0.967073353406905,0.828360374569083,0.871890621901225,1.00216727995404,1.06293534410087,1.07116332736007,0.972942165184489,1.05152262388591,0.867572123272182,0.975693418393522,1.03130782678549,1.05149485350598,1.00741247555131,0.978183531614875,1.03518865358527,1.10242265457344,1.02652699941425,1.00859277651296,0.845520862027869,1.01411557074987,1076,24949,174,13053,1263,2484,0,151,206,1174,622,Smoker
0.894779869772243,0.993354692535189,0.927364229273634,0.898637246033146,1.23189959458004,1.02794372415283,1.05080783694851,1.02095218003444,0.950452829582228,1.06966574185375,0.932651647882004,1.17473639320384,0.917468013596871,1.0075323635365,1.0351441639349,1.0115658219855,0.888753564588281,0.895677796040439,0.973472057354258,0.867193785271446,0.86053722062551,1.31479897167734,1.11588641631978,1078,0,428,1380,1378,1793,1027,314,121,0,364,Smoker
0.909537314103766,0.936069915045945,0.918206761900707,0.888129234748232,0.943037090994659,0.91420298120483,1.11313022725512,1.03867409603583,1.09723348438236,1.0010418013713,1.08749697518296,0.92413303024953,1.02286187340429,1.03202159639704,1.04953857195472,1.01809105392502,0.907921794855531,0.954663585958868,1.0227828358999,1.0494990683204,1.05163697698605,0.973491540688582,0.973754782711427,1082,24218,398,11938,2807,5444,0,156,467,1357,426,Smoker
0.903236108842683,0.987346164009913,0.956946955701771,0.905623384267159,0.889884958708432,0.976199846205501,1.09364637034324,1.00242282577035,1.10610196555681,1.04498744493794,1.07498796317644,0.885368934293354,0.938792390322928,1.0257283465416,1.03013447954779,1.00655368498849,0.956412251859031,1.03533729463575,1.08008441037948,1.1183507239934,1.10721255961492,0.885597106935352,0.953772401049797,1083,75552,0,39818,3952,7107,0,956,1297,4250,0,Smoker
0.929529337905786,0.987420796059858,1.00916321129126,0.998483356722047,0.850598009191294,0.916545027713098,1.00617050195178,1.03179029285308,1.08424607134393,0.968773245360335,1.08286845619448,0.88488817895086,0.846434030361795,1.03602225132037,1.05355376277449,0.979232172860164,0.981925637757036,1.09444578405745,1.03364028240294,1.09339941156738,1.11364212855495,0.865426053395426,0.872867775281094,1622,23147,270,5624,0,0,13584,613,774,1308,562,Smoker
1.10144483066685,1.02695180187386,1.09144070546634,1.08318651296607,0.893620477727364,0.945118262216005,0.927731158779894,1.00963552495424,1.02137828237473,1.02186239495296,1.02189345330688,0.92498280096318,0.938134608183334,1.00582504488938,1.03060931745794,0.957728392816715,1.0892661102023,1.006311675825,0.908113995336615,0.935392269566652,0.895959376192741,0.885943731795212,0.911494091851633,2596,21448,30,17046,2566,3322,0,393,254,1204,395,Smoker
1.05573186784642,0.989680626988611,1.04238952926689,1.02609569463567,0.868952176871285,0.851326983289915,1.02562095237081,1.01119531979105,1.05369936117356,0.924419861103892,1.03508421393642,0.897534061743856,0.913754964581273,1.01427859606957,1.03654914532254,0.982497665946751,1.17555009798172,1.02376002977643,1.03919292858247,1.01670004100012,1.01277240824713,0.906623395003042,0.918163548435686,2600,20955,413,19369,7299,8212,0,508,526,1414,426,Smoker
0.972649249823503,0.953636765818357,0.985226472192098,0.970446300067684,0.835476028878926,0.9000040356867,1.10487229194969,0.998556991756942,1.14517901344367,0.997092807721051,1.06081972746971,0.853891274914915,1.0177733358868,1.00227229331877,1.0054688075359,1.02262273370782,0.922526747410803,1.10758357529589,1.05755575398665,1.07842272088196,1.10670006815207,0.876400028395071,1.04021607694211,2695,16175,0,14048,0,0,0,190,153,1267,0,Smoker
0.99014790311129,0.997419840471741,0.982623588179901,0.964102556190694,0.898008009181172,0.992214694350505,1.05274864377719,1.01918244482096,1.0602022558058,1.03077650144645,1.02687825801569,0.910479628277367,1.01583098981752,1.01333220646022,1.01744685396693,0.995454879917815,1.05701977361723,1.01145876659478,1.00101942299362,1.00719060272002,1.02088336443268,0.925127896345111,0.989092197880267,2698,32740,638,31023,19474,36977,0,779,934,2247,843,Smoker
0.913230728805931,0.901546171041558,0.954322887104139,0.93437296416957,0.911142654892167,1.08249463666499,1.09670102042802,1.07665388188904,1.09027772749227,1.11437038879216,1.17484340023144,0.822496605048021,0.865522171890802,1.06031938499347,1.06331387213006,0.974190433536499,1.02196826400029,1.00690078853612,1.01001899821522,0.993074180432862,0.951764105112049,0.929130389870608,0.902486696775144,2711,5888,391,6549,868,1608,3126,220,287,442,302,Smoker
1.03448360131291,0.994466280062135,1.0349809201462,1.03782611473807,0.921448513517737,0.929973362162384,0.946626910781668,0.985198832316435,1.01245459461544,0.942263925611183,0.982076022703892,0.970452249644911,0.967543076603991,1.00627769137461,1.01901251752455,0.98863657422461,1.12055413495369,0.988235681309605,0.985496966717257,1.09936910194131,1.11377546203715,0.923560031408143,0.872205023729924,2713,16264,241,5822,1015,2748,7820,312,334,924,303,Smoker
0.919671754414945,1.01843505208785,0.949335543329685,0.953087897431197,0.970258282503851,0.970158602355737,1.0618494080829,0.953051091991744,1.06738413982992,1.02679178222361,1.07268254543125,1.03461648648119,0.948703689490722,0.995506473538552,0.987442845968636,1.00885742240538,0.935045258354322,1.02502251206056,1.01605214978216,1.09131235392407,1.0850833505857,1.02457722811097,1.12295821768135,2719,10887,1188,8092,0,0,5557,735,751,912,1100,Smoker
0.99302593019334,0.929298330188982,0.969805083447863,0.936395453464887,0.929238568307042,0.99372084433134,1.09936919670612,1.01503909049942,1.10642837488757,1.01900945672306,1.10520048586855,0.88680584874853,0.943194879472848,1.03679865959181,1.04933940818442,0.932184470051548,1.1566456255122,1.10246027986896,0.989726131730129,1.05076790433613,1.0648778550496,0.932123694046517,0.871554042014612,2722,19650,0,20066,3112,4165,7622,573,488,1228,416,Smoker
0.980979039132108,0.978697017577669,1.01245626501321,1.01626506393015,0.890009376283891,0.818894960203198,1.113238627925,1.02785829425586,1.05844010078747,0.923044254433511,1.13056497885992,0.844400987836729,0.963515184144748,1.02047489636935,1.04644552716413,1.00098864332641,1.05851404749408,0.882679351124547,1.03436983854789,1.02612455854106,1.0409252638495,0.878167484652409,0.944193089534994,2724,25687,0,9755,0,0,9705,368,468,2279,0,Smoker
1.05090425793995,1.03779126930719,1.08264894978528,1.07218291835357,0.925606502792921,0.852939897283532,1.01034664030319,0.970641449461005,0.976313104475562,0.865924383345433,1.02654511719674,0.905475663495787,0.977684961177369,0.972391096334655,0.98933911095128,1.00907658927648,1.10609494201935,0.994533735353703,0.99759984528695,1.09345151489376,1.08735390125643,0.906337186379521,1.05326385416933,2726,32360,0,28704,2272,3834,0,480,401,2431,0,Smoker
0.939417261982627,0.936805890113378,0.995462305339944,0.959792891767789,0.858502266588023,0.923522431082158,1.06100912626311,1.00956861442892,1.10439337517929,1.02498256635198,1.11298729631702,0.918023449109377,0.950724536157465,1.02355294168977,1.02813086488748,1.00713979816378,0.980553061277136,0.993152599021499,1.06636228502865,1.06343398006352,1.04099302263117,0.904440779080795,0.983609222781489,2744,21644,227,19628,1769,3622,0,231,498,1236,648,Smoker
0.772381527554844,0.85636463499462,0.797066194709458,0.775614520979398,1.11976427512812,1.04691795197703,1.19608826637137,1.0239953566293,1.16666824729326,1.03277425281833,1.16617529714664,1.01414958332624,0.957576246851086,1.02146808935073,1.02923952877987,0.991393779263066,0.911620685227781,1.19054828972675,1.10851436356148,1.09459380467544,1.11103614183926,1.14155428288476,0.998846418075051,2756,52093,93,10700,0,0,16091,396,639,1995,488,Smoker
1.03879762953477,0.988643779785275,1.02654244500242,1.01592662861105,0.843888864388372,0.860129830123773,1.04905473389837,0.995667330887865,1.11012915375597,0.966867169492278,1.08397487335782,0.874002179682814,0.899844569356518,1.02411031987437,1.0423908827645,0.984611147359486,1.19114754132235,1.05438173348372,0.965599983918016,1.01562335149175,1.056858207773,0.866614847186218,0.880847022607967,2757,18628,0,9966,0,0,9057,293,246,896,0,Smoker
