pair,AT0,AT1,AT2,AT2.proliferating,Basal.resting,Club..nasal.,Club..non.nasal.,Deuterosomal,Goblet..bronchial.,Goblet..nasal.,Goblet..subsegmental.,Hillock.like,Ionocyte,Multiciliated..nasal.,Multiciliated..non.nasal.,Neuroendocrine,pre.TB.secretory,SMG.duct,SMG.mucous,SMG.serous..bronchial.,SMG.serous..nasal.,Suprabasal,Tuft,cluster_sk_non_apobec,infer_coo_non_apobec_sigp
3771,0.866653755361272,0.937930167284732,0.903078530078555,0.869188764824357,1.06795762334206,1.0581662148771,1.10904752824317,0.995411800893522,1.07757182379941,1.04155944566327,1.08155085507529,1.05128357971096,1.02720280392217,1.00219861266727,1.01485241202874,1.0128822585231,0.927379354957501,1.07688755929364,1.02671816021229,1.00552818323402,1.03982209850685,1.12612353038438,0.968456388088082,1,Ambiguous
3772,1.21277021095812,0.998080047472081,1.07591253016978,1.05106280338738,0.866133918498205,1.03879193923242,1.15120846888124,0.885231593548425,0.987762148615316,0.96880214579266,1.16394493344943,0.858731453845153,1.14012088302756,0.923665916635334,0.911105477399141,0.985001183529526,1.33520657139767,0.825922874413688,0.998028112445242,1.08190568851196,1.06123650042357,0.808412161026493,1.1887910212271,3,Proximal Lung
3917,0.865568408836378,0.915461330214712,0.84068419837097,0.806583971270838,1.00711730879635,1.11408703905141,1.13238175901833,1.0086994871702,1.0947336936287,1.11042835028483,1.19286622149364,0.945880632982921,1.00765179291999,1.0030096277285,1.02495215508775,0.994457812962599,1.0537093522884,1.24450830590968,1.11281319973909,1.04525717280105,1.09687228827626,1.01286045498139,0.884017089445016,2,Distal Lung
3918,0.720326589200274,0.816760173872433,0.764405623933536,0.76404330287474,1.05418876617401,1.14797512271157,1.23753458297779,1.02561963717462,1.15832426150794,1.18788614684077,1.14207002957212,1.06609487281594,0.996544632188202,1.03079301515256,1.03284864159669,0.982134388384355,0.886948947743957,1.15907001561123,1.0816549453755,1.09018716430264,1.09086859273196,1.16091601874516,0.940622477192523,2,Distal Lung
4112,0.797903433087865,0.868356075246838,0.799053960346323,0.767803094707612,1.05451666759797,1.10227126973099,1.27769936902456,0.954026393589352,1.17951939926379,1.0721617090527,1.18145421249648,1.03067937840777,0.97298642697346,0.995394857135368,0.997308357058797,1.02408811964687,1.00089021359257,1.25543975607363,1.13416090263582,1.09810512111903,1.1438304308447,1.14086104129436,1.02372153883632,2,Distal Lung
4122,0.974224935306647,0.980219545454564,1.0067258625811,1.00971993045729,1.0201933347968,0.96407746260484,1.06061382093044,0.971560892490363,0.999701613116055,0.942406744540082,1.03307093833359,1.04627607653186,0.99585396975572,0.999052782149659,1.00141013341548,0.95967134773804,1.00160704492715,1.039065732834,1.05018307768114,1.05683756566424,1.04880035865919,1.02732765945472,0.974934959795199,1,Ambiguous
4382,0.830535516961134,0.891513452213196,0.859583707673514,0.839436814347156,1.09942339368984,1.0774565353255,1.19709727759417,0.987784759916419,1.1148245225823,1.05603288797557,1.09829384434677,1.06474247686275,0.9891015027555,1.00085662471836,1.00818270996235,1.01093247939401,0.904365885063774,1.03869753160284,1.053595149665,1.07222699670211,1.09916967486246,1.16087332604657,1.00451711444564,2,Distal Lung
4389,0.985879385293298,0.918907452952903,0.978832617405377,0.955602311418101,1.07906970648085,0.954090756380333,1.02499294421216,1.00883989797995,1.09418134790408,0.952543777303551,1.03862394823479,1.06945322898449,0.942406856622111,0.970424456379543,0.990550824761955,0.995330482756423,1.2394458734527,1.14364302032793,1.04350284732717,0.963028664174921,0.998601611939341,1.10870762342056,1.03456836957385,1,Ambiguous
4395,0.883878597233293,0.953854776881921,0.87502056894085,0.862069677097252,1.02988517439414,1.00351214282916,1.05080446759892,1.03997030978389,1.10260568365723,0.982321604115292,1.06174842752023,0.96739996573464,0.943724355851434,1.02938884167207,1.03046865862641,0.986544546577134,1.03768100503802,1.12356550390803,1.03166777866634,1.08904289125935,1.05031238512663,1.06130430122211,0.990328763947989,1,Ambiguous
4396,0.786406219717426,0.896205722596149,0.808775867213468,0.76906554170614,1.10250102510066,1.21494171247038,1.24744663274768,0.995635969917249,1.1748221252655,1.18087498599388,1.22066685404066,0.994800288714921,1.00954189917291,1.02612943538354,1.01720182443827,0.991217314458282,0.896663201593882,1.04660710957965,1.01529355966596,0.976153823264271,1.02405355097523,1.1794643183083,0.998993904105678,2,Distal Lung
4397,0.940908136184335,0.956443300446795,0.964056694587521,0.967585370328771,0.977573999096755,1.01677651183065,1.02739488604683,0.994039148210249,1.0040952700412,1.004052797777,0.976136465352534,1.02592633415663,0.993558157752723,0.997149650169244,1.00721130708036,0.999360912371877,1.00081875650057,1.01396239954864,1.01341340313337,1.09567902288476,1.12552007550653,1.00790302832507,1.06032812761137,1,Ambiguous
4398,0.803660382323584,0.922497860169053,0.847677386162448,0.825246369916299,1.03712981154127,1.09952755612456,1.13952263233803,1.00372756403157,1.11196059925881,1.07916262124668,1.10110592062153,1.05895339118938,0.988638911134185,1.00330562119451,1.01147831772046,0.994300380118528,0.879022719680878,1.0648531660827,1.05982764373011,1.11405350767275,1.16952590053253,1.08919102412473,1.04089033927512,2,Distal Lung
4420,0.852227684429821,0.922057560429614,0.866132785068244,0.8667706274674,1.05753379986336,1.09695100445259,1.27958518095954,0.977921103865643,1.18315699559778,1.11556362763426,1.11127811592166,1.0669404311236,0.958727623402059,0.977678172090915,0.969014523309056,1.01148702331704,0.976738764319332,1.10397135930289,1.05963342181442,1.08307832358864,1.09427353450214,1.15614781894978,0.975885518597004,2,Distal Lung
4422,1.02519329485222,1.01046763993418,1.00759650935697,1.03525408291235,0.97522290283236,1.24894404310615,1.15783927950925,1.05265485521071,1.14490600759818,1.18470548749049,0.990668278984132,1.19611845906361,0.783436670617004,0.971043903072721,0.969556983308384,0.906709023538118,1.15834879122838,1.01815424726539,0.906129491207599,0.93168845251626,0.838385452354191,1.22188177514227,0.814580007874992,4,Proximal Lung
4432,0.800302868290579,0.91412308474349,0.856365004576195,0.844563753380751,1.07870236409424,0.989633355721264,1.07815175457856,1.04538421711917,1.0777004058554,0.982783640207409,1.03866078194191,1.04493844956169,1.00974109786599,1.03390382627606,1.04679814241399,1.01305378148867,0.817831061496078,1.04784338686403,1.03958915299936,1.02077319606182,1.0414676017788,1.10955891795025,1.07068406129014,1,Ambiguous
4486,0.925244641521312,0.960313976665221,0.974644795716249,0.977608570886252,1.00416782783841,1.02829778393719,1.12888603271124,1.03367271989063,1.12423592772855,1.01875008762443,1.14448781540566,0.977022147751857,0.918876047134676,0.975669582897539,0.98915705226722,0.978741266838366,1.02749616184092,1.05711542441353,0.998045077652411,1.05330936822278,1.09369206114838,1.07152020554552,0.921673923855083,1,Ambiguous
4487,0.692430894506048,0.818654550928238,0.735020645120632,0.715660576656682,1.10363890986586,1.16905920595427,1.32400072803024,1.00413264735915,1.21921851275756,1.08373227763835,1.22944305816775,1.03952731668626,0.969829234698416,1.01699568107532,1.02196477593091,1.03420428328201,0.970107274744479,1.11874207109501,1.0893951812891,1.0534986833519,1.08470406028633,1.19805916693115,1.07766678404325,2,Distal Lung
4510,1.14846226364549,1.07953177801878,1.08960797044146,1.08715911434091,1.03478789348312,1.05248044538035,0.948141998824016,0.934370879019097,1.07276215123735,1.04684585046756,0.900658843316614,1.02223120657882,1.0063898293324,0.974518970094734,0.961035577400878,0.971233477055253,1.23852389234428,0.924991508213801,0.930760958240202,0.817580280196838,0.765536751079291,1.0210605440759,0.883241471167975,4,Proximal Lung
4512,1.22881944441432,0.962135650964184,1.07861612284497,1.01538370540118,0.850401203112926,0.865743543504927,0.962705398041713,0.914424728824472,1.05119765996503,0.950704024931362,1.20684201250348,0.834413193042775,0.900329025720141,1.0258204524517,1.01998898539435,0.971000882996695,1.4921471093664,1.20848268305711,1.05743471939541,1.12103374347898,1.02208036935684,0.725310840769296,0.607334103352521,3,Proximal Lung
4628,0.937074938245956,0.932146443265726,0.920991986968282,0.920831361097233,0.937362878400288,1.01899683582025,1.0621115082365,1.05920194624904,1.12141682439149,1.01203764442662,1.08315961665757,0.867728439993754,0.982523124497511,1.03800316156253,1.03928405518695,1.0193168555178,0.990562417465988,1.09238521800515,0.978141798736891,0.982168950112035,0.958275748616474,0.931511949410262,1.02756219428877,1,Ambiguous
4630,1.06729331335359,0.98653317945038,1.04957858741769,1.04742828567193,1.02012530853097,0.913332937231401,0.961522050396036,0.946765156379105,1.01692748764756,0.959810098188231,1.09454553069615,0.972237275057427,0.984264393795305,0.965482717891046,0.990144725548435,0.988173761643886,1.10589606405886,1.11810567311138,0.991977677271795,1.04232798626052,1.06055369482835,0.997315547497538,0.861364675666712,3,Proximal Lung
4659,0.761366607751367,0.847113574683972,0.773995806923585,0.766283573886879,1.13401892694111,1.07891361460976,1.20727395083051,1.0233551526447,1.14713538394151,1.0332131287851,1.0960725036361,1.03713573968023,1.00444249482914,1.01831938438993,1.02347407682168,1.01319724518878,0.961237793930915,1.22777714772743,1.10075735001986,1.08983562327644,1.1091351051085,1.19508065635551,1.01263698709727,2,Distal Lung
4666,0.739703344563404,0.891565602991355,0.811492682612044,0.77340842832669,1.0661215110222,1.15140810949408,1.20563528054534,1.01062561631416,1.20451746410729,1.14662651378222,1.12487776007641,1.04172929831119,0.989016240567014,1.01998622514589,1.01514214097469,1.04560437728931,0.802801961875989,1.07029774420561,0.982847323231944,1.05981758244463,1.07758274171565,1.13656536157793,1.08569204133463,2,Distal Lung
4670,0.81659011104213,0.902364997565906,0.860692053190186,0.895046497284316,1.0555046265646,0.93788696986261,1.08342713288946,1.06252182218697,1.11104861775372,0.948723091816534,1.07892968589888,1.0622884221002,0.987762940309946,1.0181654724012,1.030411071045,1.02187212540616,0.95254669891015,1.02338881915664,0.961219646448452,1.04079721813147,1.07048928624353,1.1145579008429,1.0253877482146,1,Ambiguous
5049,0.770254485219715,0.862381870956703,0.834016247929555,0.791733882034804,1.03693010080291,1.11671238951586,1.28359948130693,1.00237887035712,1.17014669157291,1.08401703819505,1.18699518203454,1.01765963886249,0.98151411994249,1.00891055544126,1.00894834145202,1.05101717531157,0.937476253879846,1.07996423745202,1.05804025197654,1.03433443616934,1.09311748282717,1.12664033201186,1.02815200205059,2,Distal Lung
5066,0.818858033485502,0.839193516110704,0.813631792887658,0.778631325006943,1.0885648851942,1.12712326806571,1.24711282450292,1.01910151844089,1.17826463832857,1.16660920548821,1.16905187847402,0.99778424572625,0.994872647340887,1.02999024278597,1.03182490987111,1.00815060067496,0.981619528522631,1.06352330436847,1.05128262983991,0.966407403623183,0.958611334397278,1.137514760375,0.939107977018617,2,Distal Lung
5125,0.715301556087508,0.884505575658198,0.779832364362775,0.74137093166074,1.112712729821,1.15432225354277,1.27250916011113,0.985458546206386,1.24291568665362,1.18734227715653,1.19551227247213,0.980980014657144,1.05348873113005,1.00603835247057,0.985771381988273,1.03035977528532,0.88378832195884,1.18058445931094,1.06289610351626,1.04407722802683,1.00404681094693,1.15641278601885,1.04189739579685,2,Distal Lung
5147,1.05319536141685,0.933388938631588,0.992341316226757,0.994858693761121,0.904233063423275,0.935754861582456,0.941445280045463,1.09830024208617,0.965978989731581,0.906801227697042,0.836485554756816,0.884002949458887,0.814313549423951,1.04799752981633,1.06261154116533,1.03480299626726,1.00008763084967,0.928269981361634,1.04836093870798,1.09722458800825,0.993252520723835,0.914728420833863,1.05066328362026,1,Ambiguous
5375,0.916351538692045,0.958308596135129,0.992524035929347,0.956037639677537,0.944396099367743,0.913330147173647,1.01751589325717,1.01736612851676,1.03528148769183,0.96551214063598,1.00611700915485,0.935306780543612,1.00008000205921,1.04128952237384,1.06071763413464,1.03238680124212,0.889605299943778,0.896314737033059,0.98453374532731,0.989479329824796,0.989274007852393,1.00000776733138,0.954268362487159,1,Ambiguous
5429,1.23399554477291,1.05116308194827,1.17507668534501,1.16680755999538,0.8808383504086,0.910584059669342,0.970146808765577,0.96111405949578,0.900095340866382,0.887031151009533,1.03921222237999,0.83242034475272,0.963594859901189,0.970982557812634,0.983792781704559,1.0602747400961,1.07001336416098,0.907177031838679,0.948232513390173,1.09921037825401,1.01105821708285,0.772034529286797,0.663226412251399,3,Proximal Lung
5643,1.02060019789901,0.957262661555615,1.04047620599643,1.00031165216017,0.79149126098095,0.916335008335837,1.04301778228138,1.01110873645361,1.06377535188864,1.02453412399839,1.07193383188688,0.859348138517478,0.947308420072759,1.02377372808035,1.03599894962289,1.01679046172655,1.23311327610325,0.989866375137398,1.0170280415363,1.063553553809,1.05173597809456,0.76240959227411,0.856996869644112,3,Proximal Lung
5645,1.0126756528645,0.945223445108239,0.973010055185822,0.965571737658595,1.02226834417103,1.08247096053749,1.01795814590262,0.979627343219303,1.11399755741605,1.13220370003059,1.04464322763027,1.08020563079537,0.983694838197409,0.96358430999109,0.938733480735485,1.01649361398496,1.01880640543145,1.00604318349923,0.950247317464475,1.03271327668476,0.934108065385945,1.07552602748811,1.20555975697415,1,Ambiguous
5779,0.749347370199254,0.86971218074304,0.807022215965736,0.781219642949339,1.06079678329217,1.05834500802195,1.16543533208853,1.0326088386919,1.18302907595925,1.08025389677189,1.16292771797148,1.0429544771108,0.974804091296229,1.02223325707234,1.03056984994985,1.00805587445749,0.888759437873579,1.09745526334281,1.07922000924348,1.0620841757731,1.11358138570462,1.14012643343471,0.989996160560651,2,Distal Lung
5781,0.868257658403631,0.898392324917735,0.879547166523248,0.862183441033278,1.1136770778987,1.06406432567935,1.1529312209233,1.00123326099787,1.09412886956538,1.00539267855575,1.09061682395879,1.03539954984951,0.989919485514965,1.00138096951222,1.00664969025039,1.04430969058942,0.932136821770476,1.03385287690921,1.02981208443999,1.00791431808912,1.02888673218832,1.14805818738176,1.05299918386946,2,Distal Lung
5899,0.767713533942367,0.85725856148796,0.838789682468845,0.802241766392138,1.02381993896003,1.10334487993394,1.26695999140377,0.994133689216678,1.20576323089212,1.10465209848801,1.27871512122013,1.06253843220757,1.00651937575811,0.996434062291528,1.00192958545581,0.975842929995557,0.929471946782676,1.12604426778168,1.08986042674808,1.09573206966748,1.10311806363853,1.11078221158603,0.932312272069609,2,Distal Lung
5930,0.867460185542426,0.927394074752092,0.895472028196335,0.877976364281832,1.06800804898013,1.07746110858819,1.15029199056956,0.995312603955298,1.08519491624249,1.05727084188931,1.08130778587538,1.03561379356638,0.951697045590637,1.01353611648884,1.01894822237468,1.00347361896695,0.901025083642208,1.0387122900563,1.06775700822654,1.04517296424735,1.06103465533469,1.10465825422959,0.93896038396472,2,Distal Lung
5931,0.871151148564575,0.945496566020293,0.958970792858681,0.937299739142797,0.923510144556171,0.941097622677004,1.02672456506221,1.01811707390011,1.06552314976163,0.966041645012387,1.0106238449557,0.885406092749846,0.983694359283065,1.01602560623428,1.01790179064099,1.00612226724058,0.911518873756149,1.18055146056761,1.07984546892027,1.19608465917402,1.20952327490516,0.914660580686537,0.979079541722084,1,Ambiguous
5932,0.76472474026256,0.88729885810399,0.829498259669261,0.818972327518732,1.00661332501032,1.06150715737667,1.1290797365368,1.08180818607972,1.18580398196396,1.09801272295896,1.12874160245786,1.03735638659267,0.955996188859943,1.03788148010307,1.03598172198195,1.0363591360901,0.745449460577707,1.18001473380837,0.996610443640032,1.01140933249906,1.07128780780064,1.05057442301151,0.974932853900724,2,Distal Lung
5939,0.952338293542707,1.02014267745316,0.963472924487552,0.982584042629301,1.08433732191552,1.00168007284972,1.08819808690808,0.996641748447156,1.00563990638333,0.925950175280964,1.03870221636794,0.99257278246511,1.0517492539534,0.964678445892948,0.972130031937358,0.980394679055918,1.0056247972122,1.04700124641735,1.05383224884778,1.05764176750239,1.13965754632089,1.09348138303962,0.910079594002389,1,Ambiguous
6146,0.912256812133278,1.04284883917195,0.933271217660752,0.965279828775937,1.03039062344628,0.943013452991306,1.02675630040721,1.09199127092746,1.06317727226313,0.892391351212117,0.89509960060114,0.926173832201151,1.06912466241509,1.01385906993746,1.0040314748235,0.99430050176886,0.900120815530585,0.929394074087177,0.977909851660793,1.10497768200216,1.06280809954844,1.00232630596428,1.05832397594042,1,Ambiguous
6147,0.785141045996319,0.834461805173347,0.834218533133952,0.833218221856092,1.08509210373994,1.10299159112914,1.13655853667751,0.995543475848005,1.21718918071374,1.03701159488753,1.07503534574966,1.05982933832001,1.0895869351665,0.983147835389816,0.972026859208797,1.0852457517334,0.866900800174644,1.12402516935001,1.01465239949196,1.03053398446832,1.02061745720827,1.16378572679776,1.19647282609465,2,Distal Lung
6148,0.751365812893288,0.668794730218729,0.688512805098404,0.587148577810186,1.15438388833032,1.40893742966836,1.59212726781502,0.992622902557969,1.45209585597279,1.25464196440951,1.4751893639819,0.778150049486237,1.06183795642584,1.05218668536673,1.04722277312359,0.935575825095356,1.06379169164827,1.49773325863322,0.797316342029454,0.948165117130498,0.579462081794141,1.17667003218,1.13732901733674,2,Distal Lung
6203,0.675967044227786,0.964887413751082,0.775135016272448,0.869533817828803,0.852554621748423,1.32060004403721,1.26702611708983,1.14695251628263,1.17214763675181,1.30174869742628,1.21171312573483,0.802310675281947,0.689374148551893,1.10216362509147,1.01729284008835,0.939665722428444,0.708023065717811,1.08598683503237,1.15872791053736,1.133807588838,0.984198949384915,0.95013120135526,1.03624099975632,2,Distal Lung
6214,0.987641790263525,0.97723284092273,0.981983909194979,0.959729299446298,1.0057838819258,1.07922726769827,1.03023034755874,0.96161672079688,0.993121443424881,1.03777433907202,1.02190986274071,1.0264070195764,1.03908757176371,0.978265243294035,0.976480073644066,1.0001715663719,1.02393053306206,1.03736373419529,1.03512044416172,1.0655817326527,1.06980179001235,1.00895943424951,0.950512152035776,1,Ambiguous
6215,0.880904853284804,0.946430758418587,0.90422135536974,0.906428154532931,0.919434653989486,1.00729293206627,1.06966543399682,1.07375141876958,0.996929274184207,0.990580382618962,1.07764804432399,0.968427754118276,0.887809342438737,1.06942927484184,1.07906312598479,0.971120246295734,0.923920867907928,0.992802876010489,1.07245257953262,1.09012645970767,1.06076534753745,0.942472909627444,0.909038295807649,1,Ambiguous
6590,0.809611359056297,0.870679307305292,0.857416171409715,0.830852511766267,1.11714083518029,1.06149472765361,1.18061137437146,1.00215276180335,1.11460375231799,0.991561716972595,1.09253884795709,1.0133762388755,1.01921530386165,0.999137299413206,1.00331054826173,1.04416564028879,0.895190280215072,1.08215145826841,1.06579135686113,1.06935405925493,1.09823424192807,1.15651108486518,1.07205000960691,2,Distal Lung
6591,1.04186231380588,1.0496262741114,1.05760111992227,0.976293080834159,0.843877225760171,0.936326183351923,1.0718452955924,1.01504270317721,0.998493575189172,1.018240361356,1.00643493493705,0.890624018616844,0.826334850598992,1.05615169940791,1.05179155214856,0.922760794560464,1.07417701131061,1.07480605923558,1.06938536930673,1.06737357629983,1.03831159059347,0.833641269409761,0.802117805992848,3,Proximal Lung
6592,1.02550902109637,1.01868449710597,1.05001760402618,1.02076398892968,0.998502171007154,0.935502980936176,1.09173222232949,0.928919876319617,1.0655859415758,0.959059285901293,1.0348563951593,0.949442793923501,1.03591317679469,0.958990269516576,0.96082082369146,0.977567460990237,1.03904269930677,1.08242749115884,1.04796524279148,1.10486491202612,1.12011505966515,0.979911024130041,0.998922156105231,1,Ambiguous
6597,0.927081875176772,0.959948370127239,0.949155828054526,0.971050874025683,1.1262510466244,1.0237360372882,1.18699474509979,0.985447511417977,1.17750710038298,1.00704575615611,1.1517354109602,1.11092300281645,0.863684377458038,0.956495828556012,0.931144193827413,0.984078162568361,1.04062089615502,1.08078957113994,0.935761601680928,1.08309823828623,1.10811472019953,1.21009585931329,1.01315018316594,2,Distal Lung
6712,0.859334561129881,0.921809382900159,0.914931928447507,0.893526497390212,1.03330773807709,1.01156813951044,1.08578024232137,0.988492007709768,1.10475933906494,0.961163227857856,1.02128291240708,1.00112854257896,0.896073956281602,1.00177204432486,1.00262313048152,1.06570111925931,0.933207647795282,1.10938251026676,1.07960106166199,1.1158394421931,1.08454506916668,1.12360633308886,0.998584667373062,1,Ambiguous
6742,0.902850938855208,0.945850707902218,0.934154448463326,0.917141478258728,1.05677967845183,0.981842363341893,1.11546553399188,0.999425383945117,1.03780101328848,0.914619738083532,1.07961588530202,0.961967148266366,0.977499499235866,1.00239254655588,1.0067258713614,1.05448268108816,0.933127528821083,1.01563757656349,1.07729215770286,1.06767090794125,1.0653720716307,1.09759198994956,0.968996432110504,1,Ambiguous
6743,0.785082989596351,0.887588807038606,0.867195925802569,0.838156932570574,1.04397085425645,1.0122168276309,1.19260863910104,1.01609743665657,1.12865486092991,1.00303542245361,1.12410729371067,0.997304338968298,1.00855343371033,1.01034525124692,1.01323889581869,1.01186214461275,0.856837830683981,1.0964419815449,1.13026438575482,1.11072881333412,1.13806952039443,1.1053231080477,0.970821275964141,2,Distal Lung
6775,0.975186304227328,0.985421111253496,0.966679043699691,0.935410706565925,0.884318417771428,0.9842708471432,1.00354942149945,0.909753357218531,1.18131796496576,1.00493199997964,1.09076862790426,1.02295107143966,0.977668154703524,0.962227872585161,0.948970727332089,1.04992331680507,1.25671921345908,1.3195587641776,1.0530878824019,1.08465264094231,1.00486298914259,1.01371272949753,0.859728709903185,3,Proximal Lung
6778,0.823695889745535,0.865494029959663,0.885131863353484,0.852317646358559,1.06202799487988,0.924937570804765,1.21764909107318,1.01069915849892,1.1109360379503,0.905209522056096,1.19269960319963,0.91408118207291,0.988748526502529,1.01774816903976,1.0308699132648,0.987490791663118,0.957695490156423,1.16148507729538,1.11845294071685,1.15634893514285,1.17988340362251,1.04681818646952,0.984250810245392,2,Distal Lung
6830,0.931574128147448,0.967140488924609,0.935170336630653,0.924479924450294,1.03412122402527,0.872592637854321,1.1183673583809,1.02475220763753,1.10601690586552,0.970829857471449,1.13895739241226,0.992741479241719,0.968256936444456,1.02435084551582,1.04412455646767,0.984477667277264,1.08837548141159,1.01334114003776,0.957836343154036,0.927053130674163,0.954749799620004,1.01709544089006,1.03420725216315,1,Ambiguous
6831,0.854460041015589,0.870419964706326,0.926608755258474,0.888646704992597,1.04808008466322,0.922418053813265,1.05682832236757,1.05157554528517,1.06679208165678,0.921317247906618,1.15063327021146,0.945914975963285,1.01644292754616,1.00030944978308,1.01804280993227,1.04713261023867,0.886176476646255,1.12213078254502,1.07468995349845,1.08678235722362,1.12536116922053,1.02623168042873,1.00371180308983,1,Ambiguous
6840,0.913848944282976,0.949641641371084,0.895906436037858,0.907294005938846,0.965999128190542,0.973119726840587,1.12706416671819,1.07049042237218,1.21516803162725,1.06673983807333,1.07767549783203,0.997634499556656,0.954740105735682,1.03167799117503,1.02798543391032,1.00632037827014,0.985176579862121,0.992775568998556,0.988949568451055,0.933171297324964,0.943570850390312,1.01077166443303,0.943522299331345,1,Ambiguous
6847,0.889420900838674,0.862906878241538,0.951939956411088,0.900548610899369,0.967818122578336,0.891968366573366,0.877859993951986,0.941836530517992,0.987609690383743,0.950080300366512,0.970530613074929,0.866472266637586,0.957181517660546,0.981915600903338,0.959129981604341,0.940321757306971,0.829528907806732,1.13496875374378,1.26301241440344,1.32814171408631,1.30772677007529,0.93669526437071,0.952038187156354,1,Ambiguous
